TIME,LOGL,VPH
1.12E+02,4.13594160900211E+01,2.41660870669273E+08
1.13E+02,4.13553852936342E+01,2.41169628465395E+08
1.13E+02,4.13515121524359E+01,2.40580332720664E+08
1.14E+02,4.13477661670865E+01,2.39747575589143E+08
1.14E+02,4.13441117557367E+01,2.38935849880363E+08
1.15E+02,4.13405802123678E+01,2.38462485919911E+08
1.15E+02,4.13371225463733E+01,2.37742981575105E+08
1.16E+02,4.13337863634157E+01,2.37154813937567E+08
1.16E+02,4.13305136590855E+01,2.36618947136440E+08
1.17E+02,4.13272647563683E+01,2.35906379487373E+08
1.17E+02,4.13241172501665E+01,2.35438297714413E+08
1.18E+02,4.13210094730176E+01,2.35000135771721E+08
1.18E+02,4.13179259875180E+01,2.34573849146375E+08
1.19E+02,4.13148842841443E+01,2.34074428033275E+08
1.19E+02,4.13118777432920E+01,2.33609478432541E+08
1.20E+02,4.13088941084531E+01,2.33040349494699E+08
1.20E+02,4.13059448054977E+01,2.32595726796784E+08
1.21E+02,4.13030212512285E+01,2.32000545637221E+08
1.21E+02,4.13001296799347E+01,2.31795119855087E+08
1.22E+02,4.12972554622599E+01,2.31318387289259E+08
1.22E+02,4.12943646394267E+01,2.30803286291949E+08
1.23E+02,4.12914986889440E+01,2.30412934000493E+08
1.23E+02,4.12886685869533E+01,2.29952448191172E+08
1.24E+02,4.12858906312007E+01,2.29743813535154E+08
1.24E+02,4.12831405802346E+01,2.29451771460185E+08
1.25E+02,4.12803537478829E+01,2.29111363059182E+08
1.25E+02,4.12775732374293E+01,2.28670826705317E+08
1.26E+02,4.12748827870674E+01,2.28497976271205E+08
1.26E+02,4.12722029741907E+01,2.28025670353895E+08
1.27E+02,4.12694649580108E+01,2.27712513983595E+08
1.27E+02,4.12667388236385E+01,2.27386685000132E+08
1.28E+02,4.12640927764584E+01,2.27207458243373E+08
1.28E+02,4.12614240286927E+01,2.26763193038439E+08
1.29E+02,4.12587172768803E+01,2.26509686006400E+08
1.29E+02,4.12560552670126E+01,2.26263048341904E+08
1.30E+02,4.12534531990937E+01,2.25898564655265E+08
1.30E+02,4.12508389438655E+01,2.25581170943618E+08
1.31E+02,4.12482029893171E+01,2.25463574672417E+08
1.31E+02,4.12455447431038E+01,2.25374747482367E+08
1.32E+02,4.12428874761843E+01,2.25049241580267E+08
1.32E+02,4.12403272799715E+01,2.25028848271057E+08
1.33E+02,4.12377662586936E+01,2.24770090150727E+08
1.33E+02,4.12351350201684E+01,2.24562372402575E+08
1.34E+02,4.12325133083497E+01,2.24251243492917E+08
1.34E+02,4.12299247155727E+01,2.24155550885457E+08
1.35E+02,4.12273695852950E+01,2.24066683755214E+08
1.35E+02,4.12248638038299E+01,2.24027040681050E+08
1.36E+02,4.12223137406549E+01,2.23982994407108E+08
1.36E+02,4.12197168242989E+01,2.23876102120295E+08
1.37E+02,4.12171842820451E+01,2.23568975643778E+08
1.37E+02,4.12147063111294E+01,2.23535712544429E+08
1.38E+02,4.12121873982881E+01,2.23265292895412E+08
1.38E+02,4.12096537496423E+01,2.23223317019592E+08
1.39E+02,4.12070958727463E+01,2.23152505571846E+08
1.39E+02,4.12045250235570E+01,2.22850175829239E+08
1.40E+02,4.12020429779228E+01,2.22822280923526E+08
1.40E+02,4.11995969239706E+01,2.22789104418496E+08
1.41E+02,4.11971076961998E+01,2.22570144589789E+08
1.41E+02,4.11946102987897E+01,2.22530943281409E+08
1.42E+02,4.11921143981417E+01,2.22515000665848E+08
1.42E+02,4.11896256813292E+01,2.22507147960008E+08
1.43E+02,4.11871427866098E+01,2.22502467492033E+08
1.43E+02,4.11846658016498E+01,2.22499565403882E+08
1.44E+02,4.11821935688542E+01,2.22498170794848E+08
1.44E+02,4.11797227539820E+01,2.22496782834682E+08
1.45E+02,4.11772540414551E+01,2.22481405252727E+08
1.45E+02,4.11747879635715E+01,2.22465687210192E+08
1.46E+02,4.11723236878352E+01,2.22460088503035E+08
1.46E+02,4.11698660675213E+01,2.22436940760972E+08
1.47E+02,4.11674155709321E+01,2.22429460857390E+08
1.47E+02,4.11649680109356E+01,2.22428339872817E+08
1.48E+02,4.11625215932224E+01,2.22411196901486E+08
1.48E+02,4.11600788842030E+01,2.22400318733025E+08
1.49E+02,4.11576381134780E+01,2.22399405381905E+08
1.49E+02,4.11552008982429E+01,2.22399203125876E+08
1.50E+02,4.11527660114093E+01,2.22398858615054E+08
1.50E+02,4.11503358281998E+01,2.22381355136045E+08
1.51E+02,4.11479088846224E+01,2.22372625303758E+08
1.51E+02,4.11454851757587E+01,2.22372651962513E+08
1.52E+02,4.11430636894289E+01,2.22372680575255E+08
1.52E+02,4.11406463871092E+01,2.22372705360110E+08
1.53E+02,4.11382315200693E+01,2.22372734766341E+08
1.53E+02,4.11358200317634E+01,2.22372764130270E+08
1.54E+02,4.11334114199769E+01,2.22372790037746E+08
1.54E+02,4.11310059592736E+01,2.22372815310426E+08
1.55E+02,4.11286033390746E+01,2.22372842230868E+08
1.55E+02,4.11262039378979E+01,2.22372868508486E+08
1.56E+02,4.11238080013832E+01,2.22372894180844E+08
1.56E+02,4.11214145489037E+01,2.22372921183433E+08
1.57E+02,4.11190233672074E+01,2.22372947634238E+08
1.57E+02,4.11166353654198E+01,2.22372969897016E+08
1.58E+02,4.11142506873098E+01,2.22372992800789E+08
1.58E+02,4.11118689308953E+01,2.22373018375087E+08
1.59E+02,4.11094904635011E+01,2.22373044582964E+08
1.59E+02,4.11071140538839E+01,2.22373065151583E+08
1.60E+02,4.11047403711288E+01,2.22373090095398E+08
1.60E+02,4.11023707827366E+01,2.22373115275237E+08
1.61E+02,4.11000035658241E+01,2.22373137089357E+08
1.61E+02,4.10976392020355E+01,2.22373162217960E+08
1.62E+02,4.10952781500062E+01,2.22373183424695E+08
1.62E+02,4.10929207156423E+01,2.22373207251275E+08
1.63E+02,4.10905655621783E+01,2.22373228009061E+08
1.63E+02,4.10882140847767E+01,2.22373247234321E+08
1.64E+02,4.10858667569569E+01,2.22373273116506E+08
1.64E+02,4.10835231032446E+01,2.22373293966232E+08
1.65E+02,4.10811821927149E+01,2.22373314159327E+08
1.65E+02,4.10788445165948E+01,2.22373335066224E+08
1.66E+02,4.10765103398465E+01,2.22373360089827E+08
1.66E+02,4.10741801677753E+01,2.22373377379821E+08
1.67E+02,4.10718539338519E+01,2.22373397202387E+08
1.67E+02,4.10695301006989E+01,2.22373416668454E+08
